"","team","mean_time","mean_time_mod","mean_pass","mean_pass_mod","mean_ozone_time","mean_max_xG","mean_cmltv_xG","mean_goals","mean_shots","mean_passes","mean_slotpasses","mean_fwdtime","mean_dmentime","mean_penalties","mean_puckretrievals","mean_icings","clusters"
"1",795,-1.81941435855946,-1.62814128637322,-1.64767389921996,-1.56757931557697,-1.3134591452235,-1.87965057309856,-1.90815944640587,0.185144617126785,-0.0908049007004378,-1.5123093084351,-1.40072131740267,-1.23222759967222,-0.682628574650377,-0.899100907299657,-0.802598581755785,0.0241034512193011,1
"2",814,-1.09517234658138,-1.20610516116894,-0.91171833529965,-0.99817837604401,-0.746293080249302,0.434518736222192,0.454470155911146,-0.330552791554881,0.775998722173749,-0.60323721774848,0.537476743896048,-0.422153086685785,-1.29011398524122,-0.633563245993953,-0.339309129555315,-1.64347849283307,2
"3",877,-1.02283241853436,-1.02965500922506,-0.396005670886301,-0.311809496185018,-0.364680733396202,-0.596828604853599,-0.564013318620715,-0.78316220560689,0.795756509077844,-0.134022273848177,-1.00437119134947,0.174183912849689,-0.946946040108249,0.175835667723085,-0.0192159595099029,-0.115181730008169,2
"4",885,-0.6430959026004,-0.0442790180128559,-1.46496052984031,-1.27171598836987,-0.890053378819944,0.621920462490956,0.550115832888714,-0.289506854218196,-1.55666965513101,-1.69013843205333,-0.270867180544759,-0.965616910497303,-0.876737080120276,1.9679283289767,-1.03082710313688,1.59312796956668,3
"5",524,-0.526107191221984,-0.405003370454936,-0.789744308222702,-0.779245230255995,-1.49254726399289,1.05758826907311,1.07330619626991,0.985993752920171,0.104122628525301,-1.13845864771545,-0.727353664828978,-1.81181731652518,-0.499667439104275,1.09894997713644,-1.23115112919337,-0.980118812603817,3
"6",869,-0.431178665027644,-0.382968996388468,-0.877844748089994,-0.94995145037816,0.223014748417146,0.356867941746923,0.325513272540111,0.440869073695364,0.816015715890996,-0.237595025551556,0.649942934674598,0.710139869027945,-0.761333907153346,1.00577771379874,1.21963340903999,-0.0881629815084187,2
"7",855,-0.394471260634024,-0.608976777981186,0.24868595869118,0.20879118958383,-0.0716780411626518,0.797754648796187,0.740106166258405,1.31256020221268,-0.977323248905443,0.492061248221414,1.68120971517187,0.0964825104880856,-0.128209848566822,-0.0491582913510159,1.06059903569614,-0.615300296267784,2
"8",792,-0.0988501436144914,-0.48888176537966,0.107925714423626,-0.129191255115409,-0.499183154792622,0.223178570915717,0.206222960574845,-1.6337989325791,0.506365733031942,0.310121305584938,1.05033749379355,0.0186026036868006,-0.733741009469963,-0.853204256018144,-0.220943005751156,-0.579547947688384,2
"9",726,0.598053069626739,0.372935094484345,0.669478103628661,0.553433357065982,0.748169645809207,-0.831420222252892,-0.60746925323139,-1.70339202990284,0.38110014275369,0.00806750449842897,0.480160680422003,0.474631808682046,0.382379477250407,0.812498286253309,0.267725881684956,0.960857604686406,5
"10",628,0.820926249739049,0.460086495951401,1.10958266853676,0.939595281791941,-0.245268603345876,-1.33580921542342,-1.36521042451855,0.420914784763735,-0.0913033726289171,0.540404405060429,-0.84377455495082,-0.89886457488454,0.389615181858643,-0.350353146682006,-0.656788686505057,-0.522876997089567,4
"11",634,1.03910202893086,0.7112811011187,0.980231723036313,0.783369545814783,0.277922851243843,-0.992138984415138,-1.05091432751054,0.999649229458975,-2.05699981157052,0.463333744804024,-0.876792866767971,0.0779931106257846,0.50795869163473,-1.65474008604477,-1.45709354396678,-1.17816083385246,4
"12",686,1.04915867285992,1.48604193584878,1.1537478515961,1.54394852677915,1.81013518269494,1.10332326365237,1.18800587961042,-0.891985353518284,0.495866079100375,1.97934901333671,0.799116549448762,1.95550650037411,1.34782378706901,0.681379540989058,0.376847835713324,1.35684965834367,5
"13",503,1.20977549133314,1.26385761519838,0.737758942474765,0.746301826558229,1.29499516831985,1.35227853122471,1.33805661262257,-0.0266125817626113,1.54690090485086,0.444852139549218,1.06581338115643,1.00844736912293,1.52300758844878,-0.878754500830749,1.08540000607615,1.03567001665179,5
"14",825,1.31410677428403,1.49980914238271,1.08053652917153,1.23223138433151,1.26892580449801,-0.311582824078541,-0.380030306389047,1.31387908896509,-0.649025446468502,1.07757154429693,-1.14017672271859,0.814691803407617,1.76859315815296,-0.423495080657039,1.7477209711637,0.752219391383816,4
